in:GlzRatio,in:Orientation,in:HVAC,in:SHGC,in:ShadeType,in:UValue(IP),out:PeakCool,out:PeakHeat,out:HVACSize,out:EUI,img
0.6,W,VAV,0.25,None,0.25,7808.098788,2848.893099,7808.098788,78.75067,270_0_0.6_0.25_0.25_0_23.474709_29.331485_25.944476_7808.098788_2848.893099_7808.098788_78.75067.png
0.6,W,Hydr,0.25,None,0.25,7808.098788,2848.893099,7808.098788,31.273237,270_1_0.6_0.25_0.25_0_6.284351_6.648114_18.340772_7808.098788_2848.893099_7808.098788_31.273237.png
0.7,W,VAV,0.25,None,0.25,8591.755632,3043.604572,8591.755632,85.320375,270_0_0.7_0.25_0.25_0_25.499206_32.684655_27.136514_8591.755632_3043.604572_8591.755632_85.320375.png
0.7,W,Hydr,0.25,None,0.25,8591.755632,3043.604572,8591.755632,32.391844,270_1_0.7_0.25_0.25_0_6.809862_6.982852_18.59913_8591.755632_3043.604572_8591.755632_32.391844.png
0.8,W,VAV,0.25,None,0.25,9486.449023,3221.558882,9486.449023,92.160652,270_0_0.8_0.25_0.25_0_27.772257_35.952355_28.43604_9486.449023_3221.558882_9486.449023_92.160652.png
0.8,W,Hydr,0.25,None,0.25,9486.449023,3221.558882,9486.449023,33.537342,270_1_0.8_0.25_0.25_0_7.498752_7.121987_18.916603_9486.449023_3221.558882_9486.449023_33.537342.png
0.2,W,VAV,0.15,None,0.4,4102.103112,2332.034646,4102.103112,51.29779,270_0_0.2_0.15_0.4_0_13.093146_17.782943_20.421701_4102.103112_2332.034646_4102.103112_51.29779.png
0.2,W,Hydr,0.15,None,0.4,4102.103112,2332.034646,4102.103112,27.973456,270_1_0.2_0.15_0.4_0_3.662268_7.204213_17.106975_4102.103112_2332.034646_4102.103112_27.973456.png
0.3,W,VAV,0.15,None,0.4,4604.360533,2663.930148,4604.360533,57.066924,270_0_0.3_0.15_0.4_0_14.58221_21.272502_21.212212_4604.360533_2663.930148_4604.360533_57.066924.png
0.3,W,Hydr,0.15,None,0.4,4604.360533,2663.930148,4604.360533,29.497592,270_1_0.3_0.15_0.4_0_3.840126_8.40819_17.249276_4604.360533_2663.930148_4604.360533_29.497592.png
0.4,W,VAV,0.15,None,0.4,5121.898172,2991.962662,5121.898172,62.872333,270_0_0.4_0.15_0.4_0_16.078484_24.772159_22.02169_5121.898172_2991.962662_5121.898172_62.872333.png
0.4,W,Hydr,0.15,None,0.4,5121.898172,2991.962662,5121.898172,31.076598,270_1_0.4_0.15_0.4_0_4.035961_9.642901_17.397736_5121.898172_2991.962662_5121.898172_31.076598.png
0.5,W,VAV,0.15,None,0.4,5626.816825,3316.135839,5626.816825,68.581175,270_0_0.5_0.15_0.4_0_17.502067_28.261659_22.817448_5626.816825_3316.135839_5626.816825_68.581175.png
0.5,W,Hydr,0.15,None,0.4,5626.816825,3316.135839,5626.816825,32.690903,270_1_0.5_0.15_0.4_0_4.231065_10.913381_17.546457_5626.816825_3316.135839_5626.816825_32.690903.png
0.6,W,VAV,0.15,None,0.4,6122.571898,3637.001866,6122.571898,74.212492,270_0_0.6_0.15_0.4_0_18.864856_31.748448_23.599188_6122.571898_3637.001866_6122.571898_74.212492.png
0.6,W,Hydr,0.15,None,0.4,6122.571898,3637.001866,6122.571898,34.324611,270_1_0.6_0.15_0.4_0_4.428819_12.2035_17.692292_6122.571898_3637.001866_6122.571898_34.324611.png
0.7,W,VAV,0.15,None,0.4,6617.485367,3955.763557,6617.485367,79.842231,270_0_0.7_0.15_0.4_0_20.202546_35.256885_24.382799_6617.485367_3955.763557_6617.485367_79.842231.png
0.7,W,Hydr,0.15,None,0.4,6617.485367,3955.763557,6617.485367,35.966244,270_1_0.7_0.15_0.4_0_4.633237_13.49448_17.838527_6617.485367_3955.763557_6617.485367_35.966244.png
0.8,W,VAV,0.15,None,0.4,7166.776021,4254.856128,7166.776021,85.484285,270_0_0.8_0.15_0.4_0_21.675568_38.567212_25.241505_7166.776021_4254.856128_7166.776021_85.484285.png
0.8,W,Hydr,0.15,None,0.4,7166.776021,4254.856128,7166.776021,37.47209,270_1_0.8_0.15_0.4_0_4.914971_14.54853_18.008588_7166.776021_4254.856128_7166.776021_37.47209.png
0.2,W,VAV,0.25,None,0.4,4731.350685,2332.034646,4731.350685,55.261138,270_0_0.2_0.25_0.4_0_14.986961_18.938039_21.336137_4731.350685_2332.034646_4731.350685_55.261138.png
0.2,W,Hydr,0.25,None,0.4,4731.350685,2332.034646,4731.350685,28.092729,270_1_0.2_0.25_0.4_0_4.127911_6.643324_17.321493_4731.350685_2332.034646_4731.350685_28.092729.png
0.3,W,VAV,0.25,None,0.4,5569.422555,2663.930148,5569.422555,63.025332,270_0_0.3_0.25_0.4_0_17.41026_22.997853_22.617219_5569.422555_2663.930148_5569.422555_63.025332.png
0.3,W,Hydr,0.25,None,0.4,5569.422555,2663.930148,5569.422555,29.608483,270_1_0.3_0.25_0.4_0_4.567287_7.468501_17.572695_5569.422555_2663.930148_5569.422555_29.608483.png
0.4,W,VAV,0.25,None,0.4,6431.94143,2991.962662,6431.94143,70.996176,270_0_0.4_0.25_0.4_0_19.801981_27.251621_23.942574_6431.94143_2991.962662_6431.94143_70.996176.png
0.4,W,Hydr,0.25,None,0.4,6431.94143,2991.962662,6431.94143,31.202199,270_1_0.4_0.25_0.4_0_5.050731_8.316586_17.834882_6431.94143_2991.962662_6431.94143_31.202199.png
0.5,W,VAV,0.25,None,0.4,7272.775395,3316.135839,7272.775395,78.814834,270_0_0.5_0.25_0.4_0_22.049949_31.53093_25.233955_7272.775395_3316.135839_7272.775395_78.814834.png
0.5,W,Hydr,0.25,None,0.4,7272.775395,3316.135839,7272.775395,32.825711,270_1_0.5_0.25_0.4_0_5.522149_9.213359_18.090203_7272.775395_3316.135839_7272.775395_32.825711.png
0.6,W,VAV,0.25,None,0.4,8095.862742,3637.001866,8095.862742,86.52992,270_0_0.6_0.25_0.4_0_24.195445_35.8349_26.499575_8095.862742_3637.001866_8095.862742_86.52992.png
0.6,W,Hydr,0.25,None,0.4,8095.862742,3637.001866,8095.862742,34.480254,270_1_0.6_0.25_0.4_0_5.98893_10.147583_18.343741_8095.862742_3637.001866_8095.862742_34.480254.png
0.7,W,VAV,0.25,None,0.4,8914.341822,3955.763557,8914.341822,94.25047,270_0_0.7_0.25_0.4_0_26.28973_40.196663_27.764078_8914.341822_3955.763557_8914.341822_94.25047.png
0.7,W,Hydr,0.25,None,0.4,8914.341822,3955.763557,8914.341822,36.154453,270_1_0.7_0.25_0.4_0_6.454628_11.102045_18.59778_8914.341822_3955.763557_8914.341822_36.154453.png
0.8,W,VAV,0.25,None,0.4,9827.709626,4254.856128,9827.709626,102.21434,270_0_0.8_0.25_0.4_0_28.618637_44.433199_29.162505_9827.709626_4254.856128_9827.709626_102.21434.png
0.8,W,Hydr,0.25,None,0.4,9827.709626,4254.856128,9827.709626,37.756163,270_1_0.8_0.25_0.4_0_7.055114_11.803543_18.897506_9827.709626_4254.856128_9827.709626_37.756163.png
0.2,S,VAV,0.15,None,0.25,3006.411819,2062.537558,3006.411819,38.168671,360_0_0.2_0.15_0.25_0_10.125411_9.230783_18.812477_3006.411819_2062.537558_3006.411819_38.168671.png
0.2,S,Hydr,0.15,None,0.25,3006.411819,2062.537558,3006.411819,25.480273,360_1_0.2_0.15_0.25_0_3.619185_4.911757_16.949331_3006.411819_2062.537558_3006.411819_25.480273.png
0.3,S,VAV,0.15,None,0.25,3102.096425,2261.20268,3102.096425,39.172846,360_0_0.3_0.15_0.25_0_10.487483_9.704506_18.980856_3102.096425_2261.20268_3102.096425_39.172846.png
0.3,S,Hydr,0.15,None,0.25,3102.096425,2261.20268,3102.096425,25.903063,360_1_0.3_0.15_0.25_0_3.737399_5.166312_16.999352_3102.096425_2261.20268_3102.096425_25.903063.png
0.4,S,VAV,0.15,None,0.25,3215.811436,2458.467732,3215.811436,40.360737,360_0_0.4_0.15_0.25_0_10.904495_10.274319_19.181923_3215.811436_2458.467732_3215.811436_40.360737.png
0.4,S,Hydr,0.15,None,0.25,3215.811436,2458.467732,3215.811436,26.376861,360_1_0.4_0.15_0.25_0_3.873269_5.447931_17.055661_3215.811436_2458.467732_3215.811436_26.376861.png
0.5,S,VAV,0.15,None,0.25,3321.711415,2654.221684,3321.711415,41.517935,360_0_0.5_0.15_0.25_0_11.294961_10.847344_19.375631_3321.711415_2654.221684_3321.711415_41.517935.png
0.5,S,Hydr,0.15,None,0.25,3321.711415,2654.221684,3321.711415,26.882108,360_1_0.5_0.15_0.25_0_4.010151_5.760636_17.111322_3321.711415_2654.221684_3321.711415_26.882108.png
0.6,S,VAV,0.15,None,0.25,3426.527799,2848.892996,3426.527799,42.711613,360_0_0.6_0.15_0.25_0_11.680931_11.456139_19.574543_3426.527799_2848.892996_3426.527799_42.711613.png
0.6,S,Hydr,0.15,None,0.25,3426.527799,2848.892996,3426.527799,27.417646,360_1_0.6_0.15_0.25_0_4.149712_6.098897_17.169037_3426.527799_2848.892996_3426.527799_27.417646.png
0.7,S,VAV,0.15,None,0.25,3545.45182,3043.604606,3545.45182,44.038231,360_0_0.7_0.15_0.25_0_12.11271_12.125274_19.800247_3545.45182_3043.604606_3545.45182_44.038231.png
0.7,S,Hydr,0.15,None,0.25,3545.45182,3043.604606,3545.45182,27.984963,360_1_0.7_0.15_0.25_0_4.301184_6.452149_17.231629_3545.45182_3043.604606_3545.45182_27.984963.png
0.8,S,VAV,0.15,None,0.25,3720.748071,3221.558916,3720.748071,45.466626,360_0_0.8_0.15_0.25_0_12.746773_12.602897_20.116956_3720.748071_3221.558916_3720.748071_45.466626.png
0.8,S,Hydr,0.15,None,0.25,3720.748071,3221.558916,3720.748071,28.51193,360_1_0.8_0.15_0.25_0_4.558873_6.632642_17.320415_3720.748071_3221.558916_3720.748071_28.51193.png
0.2,S,VAV,0.25,None,0.25,3216.658228,2062.537558,3216.658228,38.365157,360_0_0.2_0.25_0.25_0_10.913862_8.332464_19.118831_3216.658228_2062.537558_3216.658228_38.365157.png
0.2,S,Hydr,0.25,None,0.25,3216.658228,2062.537558,3216.658228,25.384792,360_1_0.2_0.25_0.25_0_4.008262_4.305569_17.07096_3216.658228_2062.537558_3216.658228_25.384792.png
0.3,S,VAV,0.25,None,0.25,3435.039967,2261.20268,3435.039967,39.688399,360_0_0.3_0.25_0.25_0_11.738449_8.454852_19.495098_3435.039967_2261.20268_3435.039967_39.688399.png
0.3,S,Hydr,0.25,None,0.25,3435.039967,2261.20268,3435.039967,25.881927,360_1_0.3_0.25_0.25_0_4.385136_4.299583_17.197207_3435.039967_2261.20268_3435.039967_25.881927.png
0.4,S,VAV,0.25,None,0.25,3683.566885,2458.467732,3683.566885,41.459268,360_0_0.4_0.25_0.25_0_12.661275_8.852985_19.945008_3683.566885_2458.467732_3683.566885_41.459268.png
0.4,S,Hydr,0.25,None,0.25,3683.566885,2458.467732,3683.566885,26.477114,360_1_0.4_0.25_0.25_0_4.790314_4.359166_17.327634_3683.566885_2458.467732_3683.566885_26.477114.png
0.5,S,VAV,0.25,None,0.25,3916.644888,2654.221684,3916.644888,43.247146,360_0_0.5_0.25_0.25_0_13.525543_9.331902_20.389701_3916.644888_2654.221684_3916.644888_43.247146.png
0.5,S,Hydr,0.25,None,0.25,3916.644888,2654.221684,3916.644888,27.106464,360_1_0.5_0.25_0.25_0_5.187042_4.465174_17.454248_3916.644888_2654.221684_3916.644888_27.106464.png
0.6,S,VAV,0.25,None,0.25,4139.077317,2848.892996,4139.077317,45.030097,360_0_0.6_0.25_0.25_0_14.356556_9.848704_20.824837_4139.077317_2848.892996_4139.077317_45.030097.png
0.6,S,Hydr,0.25,None,0.25,4139.077317,2848.892996,4139.077317,27.754444,360_1_0.6_0.25_0.25_0_5.579184_4.602544_17.572716_4139.077317_2848.892996_4139.077317_27.754444.png
0.7,S,VAV,0.25,None,0.25,4369.80456,3043.604606,4369.80456,46.942375,360_0_0.7_0.25_0.25_0_15.216731_10.449629_21.276015_4369.80456_3043.604606_4369.80456_46.942375.png
0.7,S,Hydr,0.25,None,0.25,4369.80456,3043.604606,4369.80456,28.436292,360_1_0.7_0.25_0.25_0_5.978394_4.766473_17.691426_4369.80456_3043.604606_4369.80456_28.436292.png
0.8,S,VAV,0.25,None,0.25,4704.17093,3221.558916,4704.17093,49.326552,360_0_0.8_0.25_0.25_0_16.442629_10.981247_21.902676_4704.17093_3221.558916_4704.17093_49.326552.png
0.8,S,Hydr,0.25,None,0.25,4704.17093,3221.558916,4704.17093,29.244295,360_1_0.8_0.25_0.25_0_6.579965_4.79736_17.866969_4704.17093_3221.558916_4704.17093_29.244295.png
0.2,S,VAV,0.15,None,0.4,3069.767339,2332.034544,3069.767339,40.256841,360_0_0.2_0.15_0.4_0_10.311869_10.995381_18.949591_3069.767339_2332.034544_3069.767339_40.256841.png
0.2,S,Hydr,0.15,None,0.4,3069.767339,2332.034544,3069.767339,26.368635,360_1_0.2_0.15_0.4_0_3.535204_5.88768_16.945752_3069.767339_2332.034544_3069.767339_26.368635.png
0.3,S,VAV,0.15,None,0.4,3195.949428,2663.930182,3195.949428,42.230791,360_0_0.3_0.15_0.4_0_10.757177_12.295841_19.177773_3195.949428_2663.930182_3195.949428_42.230791.png
0.3,S,Hydr,0.15,None,0.4,3195.949428,2663.930182,3195.949428,27.313839,360_1_0.3_0.15_0.4_0_3.620234_6.690388_17.003217_3195.949428_2663.930182_3195.949428_27.313839.png
0.4,S,VAV,0.15,None,0.4,3339.996502,2991.962594,3339.996502,44.389784,360_0_0.4_0.15_0.4_0_11.259129_13.694026_19.436629_3339.996502_2991.962594_3339.996502_44.389784.png
0.4,S,Hydr,0.15,None,0.4,3339.996502,2991.962594,3339.996502,28.329121,360_1_0.4_0.15_0.4_0_3.720879_7.53947_17.068772_3339.996502_2991.962594_3339.996502_28.329121.png
0.5,S,VAV,0.15,None,0.4,3477.166984,3316.135736,3477.166984,46.554215,360_0_0.5_0.15_0.4_0_11.738259_15.126269_19.689687_3477.166984_3316.135736_3477.166984_46.554215.png
0.5,S,Hydr,0.15,None,0.4,3477.166984,3316.135736,3477.166984,29.385856,360_1_0.5_0.15_0.4_0_3.821158_8.430873_17.133824_3477.166984_3316.135736_3477.166984_29.385856.png
0.6,S,VAV,0.15,None,0.4,3614.863925,3637.001661,3637.001661,48.763132,360_0_0.6_0.15_0.4_0_12.21593_16.600013_19.947189_3614.863925_3637.001661_3637.001661_48.763132.png
0.6,S,Hydr,0.15,None,0.4,3614.863925,3637.001661,3637.001661,30.490918,360_1_0.6_0.15_0.4_0_3.930126_9.357899_17.202893_3614.863925_3637.001661_3637.001661_30.490918.png
0.7,S,VAV,0.15,None,0.4,3765.483773,3955.763591,3955.763591,51.076707,360_0_0.7_0.15_0.4_0_12.731452_18.117855_20.2274_3765.483773_3955.763591_3955.763591_51.076707.png
0.7,S,Hydr,0.15,None,0.4,3765.483773,3955.763591,3955.763591,31.635223,360_1_0.7_0.15_0.4_0_4.053706_10.305255_17.276263_3765.483773_3955.763591_3955.763591_31.635223.png
0.8,S,VAV,0.15,None,0.4,3963.475748,4254.856128,4254.856128,53.404046,360_0_0.8_0.15_0.4_0_13.416866_19.405107_20.582073_3963.475748_4254.856128_4254.856128_53.404046.png
0.8,S,Hydr,0.15,None,0.4,3963.475748,4254.856128,4254.856128,32.670585,360_1_0.8_0.15_0.4_0_4.264712_11.031355_17.374517_3963.475748_4254.856128_4254.856128_32.670585.png
0.2,S,VAV,0.25,None,0.4,3288.963795,2332.034544,3288.963795,40.391818,360_0_0.2_0.25_0.4_0_11.124755_10.004776_19.262287_3288.963795_2332.034544_3288.963795_40.391818.png
0.2,S,Hydr,0.25,None,0.4,3288.963795,2332.034544,3288.963795,26.124653,360_1_0.2_0.25_0.4_0_3.917222_5.135331_17.0721_3288.963795_2332.034544_3288.963795_26.124653.png
0.3,S,VAV,0.25,None,0.4,3541.540141,2663.930182,3541.540141,42.653304,360_0_0.3_0.25_0.4_0_12.04424_10.913348_19.695716_3541.540141_2663.930182_3541.540141_42.653304.png
0.3,S,Hydr,0.25,None,0.4,3541.540141,2663.930182,3541.540141,26.971061,360_1_0.3_0.25_0.4_0_4.239916_5.535738_17.195407_3541.540141_2663.930182_3541.540141_26.971061.png
0.4,S,VAV,0.25,None,0.4,3822.786085,2991.962594,3822.786085,45.274421,360_0_0.4_0.25_0.4_0_13.052081_12.031149_20.19119_3822.786085_2991.962594_3822.786085_45.274421.png
0.4,S,Hydr,0.25,None,0.4,3822.786085,2991.962594,3822.786085,27.943682,360_1_0.4_0.25_0.4_0_4.595696_6.01379_17.334196_3822.786085_2991.962594_3822.786085_27.943682.png
0.5,S,VAV,0.25,None,0.4,4086.622089,3316.135736,4086.622089,47.909742,360_0_0.5_0.25_0.4_0_13.997095_13.234513_20.678134_4086.622089_3316.135736_4086.622089_47.909742.png
0.5,S,Hydr,0.25,None,0.4,4086.622089,3316.135736,4086.622089,28.973008,360_1_0.5_0.25_0.4_0_4.940939_6.568549_17.463521_4086.622089_3316.135736_4086.622089_28.973008.png
0.6,S,VAV,0.25,None,0.4,4340.340717,3637.001661,4340.340717,50.558732,360_0_0.6_0.25_0.4_0_14.903781_14.494649_21.160302_4340.340717_3637.001661_4340.340717_50.558732.png
0.6,S,Hydr,0.25,None,0.4,4340.340717,3637.001661,4340.340717,30.045481,360_1_0.6_0.25_0.4_0_5.279623_7.17486_17.590997_4340.340717_3637.001661_4340.340717_30.045481.png
0.7,S,VAV,0.25,None,0.4,4601.40398,3955.763591,4601.40398,53.342239,360_0_0.7_0.25_0.4_0_15.828635_15.853303_21.660301_4601.40398_3955.763591_4601.40398_53.342239.png
0.7,S,Hydr,0.25,None,0.4,4601.40398,3955.763591,4601.40398,31.167991,360_1_0.7_0.25_0.4_0_5.63043_7.81883_17.718732_4601.40398_3955.763591_4601.40398_31.167991.png
0.8,S,VAV,0.25,None,0.4,4954.893425,4254.856128,4954.893425,56.481936,360_0_0.8_0.25_0.4_0_17.078519_17.086341_22.317076_4954.893425_4254.856128_4954.893425_56.481936.png
0.8,S,Hydr,0.25,None,0.4,4954.893425,4254.856128,4954.893425,32.302511,360_1_0.8_0.25_0.4_0_6.143617_8.271338_17.887556_4954.893425_4254.856128_4954.893425_32.302511.png
0.2,E,VAV,0.15,Horiz,0.25,3801.111923,2035.755317,3801.111923,45.064391,90_0_0.2_0.15_0.25_1_11.381611_14.195698_19.487083_3801.111923_2035.755317_3801.111923_45.064391.png
0.2,E,Hydr,0.15,Horiz,0.25,3801.111923,2035.755317,3801.111923,26.696659,90_1_0.2_0.15_0.25_1_3.732604_5.9063_17.057756_3801.111923_2035.755317_3801.111923_26.696659.png
0.3,E,VAV,0.15,Horiz,0.25,4077.970911,2216.903323,4077.970911,47.539614,90_0_0.3_0.15_0.25_1_12.116842_15.579209_19.843562_4077.970911_2216.903323_4077.970911_47.539614.png
0.3,E,Hydr,0.15,Horiz,0.25,4077.970911,2216.903323,4077.970911,27.411448,90_1_0.3_0.15_0.25_1_3.898833_6.363597_17.149018_4077.970911_2216.903323_4077.970911_27.411448.png
0.4,E,VAV,0.15,Horiz,0.25,4363.643665,2396.749938,4363.643665,50.085491,90_0_0.4_0.15_0.25_1_12.868647_17.007989_20.208855_4363.643665_2396.749938_4363.643665_50.085491.png
0.4,E,Hydr,0.15,Horiz,0.25,4363.643665,2396.749938,4363.643665,28.150361,90_1_0.4_0.15_0.25_1_4.080483_6.826017_17.243862_4363.643665_2396.749938_4363.643665_28.150361.png
0.5,E,VAV,0.15,Horiz,0.25,4647.625943,2575.20283,4647.625943,52.763596,90_0_0.5_0.15_0.25_1_13.685442_18.470309_20.607845_4647.625943_2575.20283_4647.625943_52.763596.png
0.5,E,Hydr,0.15,Horiz,0.25,4647.625943,2575.20283,4647.625943,28.905866,90_1_0.5_0.15_0.25_1_4.261527_7.303041_17.341298_4647.625943_2575.20283_4647.625943_28.905866.png
0.6,E,VAV,0.15,Horiz,0.25,4926.505806,2752.70991,4926.505806,55.411042,90_0_0.6_0.15_0.25_1_14.482853_19.928721_20.999467_4926.505806_2752.70991_4926.505806_55.411042.png
0.6,E,Hydr,0.15,Horiz,0.25,4926.505806,2752.70991,4926.505806,29.667948,90_1_0.6_0.15_0.25_1_4.439505_7.794002_17.434441_4926.505806_2752.70991_4926.505806_29.667948.png
0.7,E,VAV,0.15,Horiz,0.25,5204.229533,2930.490678,5204.229533,58.017787,90_0_0.7_0.15_0.25_1_15.27254_21.356405_21.388841_5204.229533_2930.490678_5204.229533_58.017787.png
0.7,E,Hydr,0.15,Horiz,0.25,5204.229533,2930.490678,5204.229533,30.445631,90_1_0.7_0.15_0.25_1_4.621976_8.290937_17.532718_5204.229533_2930.490678_5204.229533_30.445631.png
0.8,E,VAV,0.15,Horiz,0.25,5525.564217,3089.535274,5525.564217,60.534284,90_0_0.8_0.15_0.25_1_16.196916_22.507891_21.829477_5525.564217_3089.535274_5525.564217_60.534284.png
0.8,E,Hydr,0.15,Horiz,0.25,5525.564217,3089.535274,5525.564217,31.151205,90_1_0.8_0.15_0.25_1_4.89811_8.591598_17.661496_5525.564217_3089.535274_5525.564217_31.151205.png
0.2,E,VAV,0.25,Horiz,0.25,4140.99692,2035.755317,4140.99692,46.827787,90_0_0.2_0.25_0.25_1_12.301648_14.627323_19.898816_4140.99692_2035.755317_4140.99692_46.827787.png
0.2,E,Hydr,0.25,Horiz,0.25,4140.99692,2035.755317,4140.99692,26.850065,90_1_0.2_0.25_0.25_1_4.033199_5.623868_17.192998_4140.99692_2035.755317_4140.99692_26.850065.png
0.3,E,VAV,0.25,Horiz,0.25,4598.248227,2216.903323,4598.248227,50.367296,90_0_0.3_0.25_0.25_1_13.625008_16.216404_20.525884_4598.248227_2216.903323_4598.248227_50.367296.png
0.3,E,Hydr,0.25,Horiz,0.25,4598.248227,2216.903323,4598.248227,27.659153,90_1_0.3_0.25_0.25_1_4.376254_5.920714_17.362185_4598.248227_2216.903323_4598.248227_27.659153.png
0.4,E,VAV,0.25,Horiz,0.25,5070.173927,2396.749938,5070.173927,53.913417,90_0_0.4_0.25_0.25_1_14.89892_17.884299_21.130199_5070.173927_2396.749938_5070.173927_53.913417.png
0.4,E,Hydr,0.25,Horiz,0.25,5070.173927,2396.749938,5070.173927,28.493879,90_1_0.4_0.25_0.25_1_4.738071_6.224713_17.531095_5070.173927_2396.749938_5070.173927_28.493879.png
0.5,E,VAV,0.25,Horiz,0.25,5533.347347,2575.20283,5533.347347,57.581837,90_0_0.5_0.25_0.25_1_16.215705_19.597688_21.768444_5533.347347_2575.20283_5533.347347_57.581837.png
0.5,E,Hydr,0.25,Horiz,0.25,5533.347347,2575.20283,5533.347347,29.340067,90_1_0.5_0.25_0.25_1_5.093094_6.54745_17.699523_5533.347347_2575.20283_5533.347347_29.340067.png
0.6,E,VAV,0.25,Horiz,0.25,5987.106668,2752.70991,5987.106668,61.230348,90_0_0.6_0.25_0.25_1_17.49563_21.339291_22.395428_5987.106668_2752.70991_5987.106668_61.230348.png
0.6,E,Hydr,0.25,Horiz,0.25,5987.106668,2752.70991,5987.106668,30.193007,90_1_0.6_0.25_0.25_1_5.435714_6.891832_17.86546_5987.106668_2752.70991_5987.106668_30.193007.png
0.7,E,VAV,0.25,Horiz,0.25,6437.76814,2930.490678,6437.76814,64.879905,90_0_0.7_0.25_0.25_1_18.753531_23.108938_23.017436_6437.76814_2930.490678_6437.76814_64.879905.png
0.7,E,Hydr,0.25,Horiz,0.25,6437.76814,2930.490678,6437.76814,31.054508,90_1_0.7_0.25_0.25_1_5.778113_7.246905_18.02949_6437.76814_2930.490678_6437.76814_31.054508.png
0.8,E,VAV,0.25,Horiz,0.25,6944.232595,3089.535274,6944.232595,68.443556,90_0_0.8_0.25_0.25_1_20.171991_24.569947_23.701617_6944.232595_3089.535274_6944.232595_68.443556.png
0.8,E,Hydr,0.25,Horiz,0.25,6944.232595,3089.535274,6944.232595,31.873954,90_1_0.8_0.25_0.25_1_6.236025_7.418071_18.219857_6944.232595_3089.535274_6944.232595_31.873954.png
0.2,E,VAV,0.15,Horiz,0.4,3880.071541,2290.618276,3880.071541,47.097739,90_0_0.2_0.15_0.4_1_11.610226_15.856315_19.631198_3880.071541_2290.618276_3880.071541_47.097739.png
0.2,E,Hydr,0.15,Horiz,0.4,3880.071541,2290.618276,3880.071541,27.626051,90_1_0.2_0.15_0.4_1_3.683503_6.882376_17.060172_3880.071541_2290.618276_3880.071541_27.626051.png
0.3,E,VAV,0.15,Horiz,0.4,4188.320629,2596.864163,4188.320629,50.696209,90_0_0.3_0.15_0.4_1_12.510898_18.097006_20.088305_4188.320629_2596.864163_4188.320629_50.696209.png
0.3,E,Hydr,0.15,Horiz,0.4,4188.320629,2596.864163,4188.320629,28.878751,90_1_0.3_0.15_0.4_1_3.838977_7.880395_17.159379_4188.320629_2596.864163_4188.320629_28.878751.png
0.4,E,VAV,0.15,Horiz,0.4,4508.466387,2899.444693,4508.466387,54.202699,90_0_0.4_0.15_0.4_1_13.360117_20.325709_20.516874_4508.466387_2899.444693_4508.466387_54.202699.png
0.4,E,Hydr,0.15,Horiz,0.4,4508.466387,2899.444693,4508.466387,30.170011,90_1_0.4_0.15_0.4_1_4.009991_8.89741_17.262611_4508.466387_2899.444693_4508.466387_30.170011.png
0.5,E,VAV,0.15,Horiz,0.4,4821.192067,3198.383548,4821.192067,57.785086,90_0_0.5_0.15_0.4_1_14.257134_22.553005_20.974947_4821.192067_3198.383548_4821.192067_57.785086.png
0.5,E,Hydr,0.15,Horiz,0.4,4821.192067,3198.383548,4821.192067,31.486418,90_1_0.5_0.15_0.4_1_4.181005_9.936914_17.368498_4821.192067_3198.383548_4821.192067_31.486418.png
0.6,E,VAV,0.15,Horiz,0.4,5127.491798,3494.240078,5127.491798,61.330849,90_0_0.6_0.15_0.4_1_15.130992_24.772975_21.426882_5127.491798_3494.240078_5127.491798_61.330849.png
0.6,E,Hydr,0.15,Horiz,0.4,5127.491798,3494.240078,5127.491798,32.823014,90_1_0.6_0.15_0.4_1_4.350327_10.99767_17.475017_5127.491798_3494.240078_5127.491798_32.823014.png
0.7,E,VAV,0.15,Horiz,0.4,5431.008723,3788.308987,5431.008723,64.847991,90_0_0.7_0.15_0.4_1_15.994242_26.976684_21.877065_5431.008723_3788.308987_5431.008723_64.847991.png
0.7,E,Hydr,0.15,Horiz,0.4,5431.008723,3788.308987,5431.008723,34.163783,90_1_0.7_0.15_0.4_1_4.525466_12.056688_17.581629_5431.008723_3788.308987_5431.008723_34.163783.png
0.8,E,VAV,0.15,Horiz,0.4,5772.493639,4061.023008,5772.493639,68.246976,90_0_0.8_0.15_0.4_1_16.974178_28.902853_22.369945_5772.493639_4061.023008_5772.493639_68.246976.png
0.8,E,Hydr,0.15,Horiz,0.4,5772.493639,4061.023008,5772.493639,35.373608,90_1_0.8_0.15_0.4_1_4.775953_12.88946_17.708196_5772.493639_4061.023008_5772.493639_35.373608.png
0.2,E,VAV,0.25,Horiz,0.4,4215.67222,2290.618276,4215.67222,48.946087,90_0_0.2_0.25_0.4_1_12.589188_16.280692_20.076206_4215.67222_2290.618276_4215.67222_48.946087.png
0.2,E,Hydr,0.25,Horiz,0.4,4215.67222,2290.618276,4215.67222,27.736169,90_1_0.2_0.25_0.4_1_3.974078_6.56636_17.195731_4215.67222_2290.618276_4215.67222_27.736169.png
0.3,E,VAV,0.25,Horiz,0.4,4705.744269,2596.864163,4705.744269,53.41068,90_0_0.3_0.25_0.4_1_13.931416_18.747447_20.731816_4705.744269_2596.864163_4705.744269_53.41068.png
