in:Top Thickness [in],in:Spacing [in],in:Water Temp [F],in: Solar Flux [BTU/sf],out:Slab Flux,out:Convect Flux,out:Rad Flux,out:Cold Temp,out:Deg Condensing,out:Deg Cond No Sun,img
3,4,57,0,17.296504,4.5709,12.725604,60.283346,5.315346,5.315346,NCGMtherm30570_View2.png
4,4,57,0,16.609558,4.451479,12.158079,60.993194,6.025194,6.025194,NCGMtherm40570_View2.png
2,8,57,0,15.157888,4.073512,11.084376,60.304964,5.336964,5.336964,NCGMtherm21570_View2.png
3,8,57,0,14.737083,4.098174,10.638909,61.550888,6.582888,6.582888,NCGMtherm31570_View2.png
4,8,57,0,14.252897,3.977582,10.275315,62.333762,7.365762,7.365762,NCGMtherm41570_View2.png
2,12,57,0,12.45543,3.265752,9.189677,60.865844,5.897844,5.897844,NCGMtherm22570_View2.png
3,12,57,0,12.379369,3.309139,9.070229,62.349764,7.381764,7.381764,NCGMtherm32570_View2.png
4,12,57,0,12.107355,3.297818,8.809537,63.292496,8.324496,8.324496,NCGMtherm42570_View2.png
2,16,57,0,10.24597,2.878132,7.367838,61.106846,6.138846,6.138846,NCGMtherm23570_View2.png
3,16,57,0,10.385853,2.848114,7.53774,62.791628,7.823628,7.823628,NCGMtherm33570_View2.png
4,16,57,0,10.279622,2.778366,7.501255,63.901508,8.933508,8.933508,NCGMtherm43570_View2.png
2,24,57,0,7.272845,1.936426,5.336419,61.384658,6.416658,6.416658,NCGMtherm24570_View2.png
3,24,57,0,7.550076,2.036842,5.513234,63.22811,8.26011,8.26011,NCGMtherm34570_View2.png
4,24,57,0,7.604782,2.083579,5.521203,64.447862,9.479862,9.479862,NCGMtherm44570_View2.png
2,4,58,0,16.875295,4.367282,12.508014,60.157634,5.189634,5.189634,NCGMtherm20580_View2.png
3,4,58,0,16.160709,4.264893,11.895817,61.068542,6.100542,6.100542,NCGMtherm30580_View2.png
4,4,58,0,15.516757,4.153397,11.363359,61.731464,6.763464,6.763464,NCGMtherm40580_View2.png
2,8,58,0,14.159998,3.800486,10.359512,61.087892,6.119892,6.119892,NCGMtherm21580_View2.png
3,8,58,0,13.765297,3.823517,9.94178,62.251502,7.283502,7.283502,NCGMtherm31580_View2.png
4,8,58,0,13.312059,3.71102,9.601039,62.98241,8.01441,8.01441,NCGMtherm41580_View2.png
2,12,58,0,11.63239,3.046734,8.585657,61.611008,6.643008,6.643008,NCGMtherm22580_View2.png
3,12,58,0,11.560554,3.087231,8.473323,62.996558,8.028558,8.028558,NCGMtherm32580_View2.png
4,12,58,0,11.305842,3.076713,8.229129,63.876614,8.908614,8.908614,NCGMtherm42580_View2.png
2,16,58,0,9.567696,2.685233,6.882463,61.835576,6.867576,6.867576,NCGMtherm23580_View2.png
3,16,58,0,9.697655,2.657173,7.040481,63.408452,8.440452,8.440452,NCGMtherm33580_View2.png
4,16,58,0,9.597975,2.5921,7.005875,64.444478,9.476478,9.476478,NCGMtherm43580_View2.png
2,24,58,0,6.790664,1.806676,4.983988,62.094686,7.126686,7.126686,NCGMtherm24580_View2.png
3,24,58,0,7.04893,1.900359,5.148571,63.815378,8.847378,8.847378,NCGMtherm34580_View2.png
4,24,58,0,7.099661,1.943986,5.155675,64.953716,9.985716,9.985716,NCGMtherm44580_View2.png
2,4,59,0,15.688798,4.054188,11.63461,61.006604,6.038604,6.038604,NCGMtherm20590_View2.png
3,4,59,0,15.022072,3.959019,11.063052,61.853288,6.885288,6.885288,NCGMtherm30590_View2.png
4,4,59,0,14.421524,3.855455,10.566069,62.46923,7.50123,7.50123,NCGMtherm40590_View2.png
2,8,59,0,13.160003,3.527625,9.632378,61.870496,6.902496,6.902496,NCGMtherm21590_View2.png
3,8,59,0,12.791977,3.549021,9.242956,62.951648,7.983648,7.983648,NCGMtherm31590_View2.png
4,8,59,0,12.369597,3.444614,8.924983,63.630554,8.662554,8.662554,NCGMtherm41590_View2.png
2,12,59,0,10.808245,2.827867,7.980379,62.355884,7.387884,7.387884,NCGMtherm22590_View2.png
3,12,59,0,10.74065,2.865474,7.875176,63.642974,8.674974,8.674974,NCGMtherm32590_View2.png
4,12,59,0,10.503444,2.855751,7.647693,64.460318,9.492318,9.492318,NCGMtherm42590_View2.png
2,16,59,0,8.888433,2.492349,6.396084,62.565746,7.597746,7.597746,NCGMtherm23590_View2.png
3,16,59,0,9.008742,2.46637,6.542372,64.024934,9.056934,9.056934,NCGMtherm33590_View2.png
4,16,59,0,8.915597,2.405951,6.509646,64.987088,10.019088,10.019088,NCGMtherm43590_View2.png
2,24,59,0,6.307998,1.676999,4.630998,62.80448,7.83648,7.83648,NCGMtherm24590_View2.png
3,24,59,0,6.547328,1.763956,4.783372,64.402394,9.434394,9.434394,NCGMtherm34590_View2.png
4,24,59,0,6.594037,1.804469,4.789568,65.459336,10.491336,10.491336,NCGMtherm44590_View2.png
2,4,60,0,14.499523,3.741268,10.758254,61.855106,6.887106,6.887106,NCGMtherm20600_View2.png
3,4,60,0,13.881129,3.653335,10.227794,62.63744,7.66944,7.66944,NCGMtherm30600_View2.png
4,4,60,0,13.324477,3.557707,9.766771,63.20633,8.23833,8.23833,NCGMtherm40600_View2.png
2,8,60,0,12.158319,3.254978,8.903341,62.652614,7.684614,7.684614,NCGMtherm21600_View2.png
3,8,60,0,11.817093,3.274737,8.542356,63.651218,8.683218,8.683218,NCGMtherm31600_View2.png
4,8,60,0,11.425907,3.178412,8.247495,64.278086,9.310086,9.310086,NCGMtherm41600_View2.png
2,12,60,0,9.983015,2.60919,7.373825,63.100328,8.132328,8.132328,NCGMtherm22600_View2.png
3,12,60,0,9.919962,2.643907,7.276054,64.288886,9.320886,9.320886,NCGMtherm32600_View2.png
4,12,60,0,9.700231,2.634974,7.065258,65.043482,10.075482,10.075482,NCGMtherm42600_View2.png
2,16,60,0,8.208632,2.299725,5.908907,63.293756,8.325756,8.325756,NCGMtherm23600_View2.png
3,16,60,0,8.319253,2.291044,6.02821,64.641056,9.673056,9.673056,NCGMtherm33600_View2.png
4,16,60,0,8.232827,2.219959,6.012869,65.529266,10.561266,10.561266,NCGMtherm43600_View2.png
2,24,60,0,5.824986,1.547419,4.277567,63.51395,8.54595,8.54595,NCGMtherm24600_View2.png
3,24,60,0,6.045467,1.627654,4.417813,64.989032,10.021032,10.021032,NCGMtherm34600_View2.png
4,24,60,0,6.088272,1.665055,4.423217,65.964578,10.996578,10.996578,NCGMtherm44600_View2.png
2,4,50,25,47.123298,6.057344,41.065955,56.670098,1.702098,-1.61811,NCGMtherm205025_View2.png
3,4,50,25,44.783565,5.708818,39.074747,59.616716,4.648716,-0.19818,NCGMtherm305025_View2.png
4,4,50,25,42.665134,5.373331,37.291803,61.79018,6.82218,0.838548,NCGMtherm405025_View2.png
2,8,50,25,39.648411,4.273971,35.374439,59.29673,4.32873,-0.15741,NCGMtherm215025_View2.png
3,8,50,25,38.233665,4.210591,34.023074,62.913632,7.945632,1.661796,NCGMtherm315025_View2.png
4,8,50,25,36.675255,3.9579,32.717356,65.243084,10.275084,2.807532,NCGMtherm415025_View2.png
2,12,50,25,32.518339,2.285254,30.233085,60.755738,5.787738,0.669348,NCGMtherm225025_View2.png
3,12,50,25,32.053219,2.373081,29.680137,64.95395,9.98595,2.839536,NCGMtherm325025_View2.png
4,12,50,25,31.087852,2.322187,28.765665,67.676144,12.708144,4.220496,NCGMtherm425025_View2.png
2,16,50,25,26.716498,1.075946,25.640552,61.448108,6.480108,1.026828,NCGMtherm235025_View2.png
3,16,50,25,26.862165,0.982456,25.879709,66.22232,11.25432,3.493242,NCGMtherm335025_View2.png
4,16,50,25,26.367149,1.01897,25.348179,68.700002,13.732002,5.119776,NCGMtherm435025_View2.png
2,24,50,25,18.916112,-0.768768,19.68488,62.102876,7.134876,1.436454,NCGMtherm245025_View2.png
3,24,50,25,19.470445,-0.727446,20.197892,67.192988,12.224988,4.138704,NCGMtherm345025_View2.png
4,24,50,25,19.445851,-0.673777,20.119628,69.339434,14.371434,5.92866,NCGMtherm445025_View2.png
2,4,51,25,45.947474,5.743442,40.204033,57.520778,2.552778,-0.765468,NCGMtherm205125_View2.png
3,4,51,25,43.649331,5.402289,38.247042,60.402488,5.434488,0.5913,NCGMtherm305125_View2.png
4,4,51,25,41.569869,5.074951,36.494918,62.527838,7.559838,1.581516,NCGMtherm405125_View2.png
2,8,51,25,38.648042,4.001077,34.646965,60.07955,5.11155,0.628992,NCGMtherm215125_View2.png
3,8,51,25,37.257025,3.93628,33.320745,63.612734,8.644734,2.366604,NCGMtherm315125_View2.png
4,8,51,25,35.727602,3.691927,32.035675,65.88878,10.92078,3.460608,NCGMtherm415125_View2.png
2,12,51,25,31.689479,2.067497,29.621982,61.499516,6.531516,1.417608,NCGMtherm225125_View2.png
3,12,51,25,31.227138,2.152519,29.07462,65.597522,10.629522,3.489984,NCGMtherm325125_View2.png
4,12,51,25,30.278236,2.102587,28.17565,67.990388,13.022388,4.808412,NCGMtherm425125_View2.png
2,16,51,25,26.032424,0.937635,25.094789,62.172716,7.204716,1.758294,NCGMtherm235125_View2.png
3,16,51,25,26.166665,0.795893,25.370773,66.832052,11.864052,4.113198,NCGMtherm335125_View2.png
4,16,51,25,25.677656,0.839319,24.838337,68.953586,13.985586,5.665986,NCGMtherm435125_View2.png
2,24,51,25,18.429863,-0.838437,19.2683,62.810798,7.842798,2.148984,NCGMtherm245125_View2.png
3,24,51,25,18.964121,-0.798857,19.762978,67.775738,12.807738,4.7286,NCGMtherm345125_View2.png
4,24,51,25,19.190018,-0.8108,20.000818,69.588086,14.620086,6.437052,NCGMtherm445125_View2.png
2,4,52,25,44.768681,5.429768,39.338913,58.370828,3.402828,0.08658,NCGMtherm205225_View2.png
3,4,52,25,42.513093,5.096005,37.417089,61.18754,6.21954,1.380042,NCGMtherm305225_View2.png
4,4,52,25,40.472822,4.776819,35.696002,63.264704,8.296704,2.323692,NCGMtherm405225_View2.png
2,8,52,25,37.646049,3.728446,33.917603,60.861758,5.893758,1.414764,NCGMtherm215225_View2.png
3,8,52,25,36.279195,3.662231,32.616964,64.311116,9.343116,3.07071,NCGMtherm315225_View2.png
4,8,52,25,34.778789,3.426204,31.352584,66.370622,11.402622,4.112946,NCGMtherm415225_View2.png
2,12,52,25,30.859689,1.849969,29.00972,62.242754,7.274754,2.165292,NCGMtherm225225_View2.png
3,12,52,25,30.40027,1.932185,28.468085,66.240464,11.272464,4.13982,NCGMtherm325225_View2.png
4,12,52,25,29.468059,1.883206,27.584854,68.272286,13.304286,5.395698,NCGMtherm425225_View2.png
2,16,52,25,25.347916,0.766077,24.581839,62.896928,7.928928,2.489238,NCGMtherm235225_View2.png
3,16,52,25,25.47077,0.5012,24.96957,67.441154,12.473154,4.732632,NCGMtherm335225_View2.png
4,16,52,25,24.987798,0.652807,24.334991,69.206972,14.238972,6.211656,NCGMtherm435225_View2.png
2,24,52,25,17.943215,-0.90804,18.851255,63.518252,8.550252,2.861064,NCGMtherm245225_View2.png
3,24,52,25,18.457538,-0.870197,19.327735,68.35802,13.39002,5.318046,NCGMtherm345225_View2.png
4,24,52,25,18.423971,-0.896656,19.320627,69.836576,14.868576,6.94503,NCGMtherm445225_View2.png
2,4,53,25,43.587147,5.116214,38.470934,59.220572,4.252572,0.938304,NCGMtherm205325_View2.png
3,4,53,25,41.373743,4.789854,36.583889,61.972124,7.004124,2.168352,NCGMtherm305325_View2.png
4,4,53,25,39.373409,4.478828,34.894581,64.001048,9.033048,3.065346,NCGMtherm405325_View2.png
2,8,53,25,36.64217,3.455979,33.186191,61.643624,6.675624,2.200212,NCGMtherm215325_View2.png
3,8,53,25,35.299466,3.388345,31.911121,65.009048,10.041048,3.774366,NCGMtherm315325_View2.png
4,8,53,25,33.828513,3.16064,30.667874,66.72389,11.75589,4.76478,NCGMtherm415325_View2.png
2,12,53,25,30.028827,1.632591,28.396236,62.985686,8.017686,2.912706,NCGMtherm225325_View2.png
3,12,53,25,29.572366,1.711999,27.860367,66.883028,11.915028,4.78926,NCGMtherm325325_View2.png
4,12,53,25,28.656838,1.663968,26.992871,68.554058,13.586058,5.982552,NCGMtherm425325_View2.png
2,16,53,25,24.662576,0.602932,24.059644,63.62078,8.65278,3.219948,NCGMtherm235325_View2.png
3,16,53,25,24.774145,0.288801,24.485344,68.05004,13.08204,5.351742,NCGMtherm335325_View2.png
4,16,53,25,24.297457,0.464042,23.833415,69.46025,14.49225,6.756966,NCGMtherm435325_View2.png
2,24,53,25,17.455961,-0.977604,18.433564,64.225508,9.257508,3.57291,NCGMtherm245325_View2.png
3,24,53,25,17.950831,-0.941493,18.892324,68.940032,13.972032,5.907222,NCGMtherm345325_View2.png
4,24,53,25,17.912646,-0.967828,18.880474,70.08503,15.11703,7.45272,NCGMtherm445325_View2.png
2,4,54,25,42.402895,4.802888,37.600007,60.069704,5.101704,1.789434,NCGMtherm205425_View2.png
3,4,54,25,40.232518,4.483947,35.748571,62.755988,7.787988,2.955906,NCGMtherm305425_View2.png
4,4,54,25,38.272277,4.181084,34.091193,64.736618,9.768618,3.806208,NCGMtherm405425_View2.png
2,8,54,25,35.636683,3.183775,32.452908,62.424878,7.456878,2.985048,NCGMtherm215425_View2.png
3,8,54,25,34.31855,3.114719,31.203831,65.70626,10.73826,4.477302,NCGMtherm315425_View2.png
4,8,54,25,32.877082,2.895325,29.981758,67.076924,12.108924,5.415894,NCGMtherm415425_View2.png
2,12,54,25,29.196979,1.41544,27.781539,63.728078,8.760078,3.659562,NCGMtherm225425_View2.png
3,12,54,25,28.743675,1.492041,27.251633,67.524962,12.556962,5.438088,NCGMtherm325425_View2.png
4,12,54,25,27.84506,1.44495,26.40011,68.835596,13.867596,6.568776,NCGMtherm425425_View2.png
2,16,54,25,23.976473,0.429276,23.547197,64.34429,9.37629,3.950172,NCGMtherm235425_View2.png
3,16,54,25,24.077009,0.136598,23.940411,68.658332,13.690332,5.970294,NCGMtherm335425_View2.png
4,16,54,25,23.606498,0.230538,23.37596,69.715058,14.747058,7.301718,NCGMtherm435425_View2.png
2,24,54,25,16.969187,-1.047101,18.016288,64.932278,9.964278,4.284306,NCGMtherm245425_View2.png
3,24,54,25,17.44334,-1.01272,18.45606,69.521612,14.553612,6.49593,NCGMtherm345425_View2.png
4,24,54,25,17.401459,-1.038931,18.440389,70.328966,15.360966,7.959996,NCGMtherm445425_View2.png
2,4,55,25,41.215337,4.48968,36.725657,60.91853,5.95053,2.640258,NCGMtherm205525_View2.png
3,4,55,25,39.088702,4.178173,34.910529,63.539402,8.571402,3.743028,NCGMtherm305525_View2.png
4,4,55,25,37.168989,3.883481,33.285508,65.471666,10.503666,4.546566,NCGMtherm405525_View2.png
2,8,55,25,34.629139,2.911735,31.717405,63.20579,8.23779,3.769542,NCGMtherm215525_View2.png
3,8,55,25,33.335777,2.841257,30.49452,66.403022,11.435022,5.179788,NCGMtherm315525_View2.png
4,8,55,25,31.924166,2.630166,29.294,67.429832,12.461832,6.066504,NCGMtherm415525_View2.png
2,12,55,25,28.36402,1.198439,27.16558,64.470182,9.502182,4.406112,NCGMtherm225525_View2.png
3,12,55,25,27.913882,1.272233,26.641649,68.166536,13.198536,6.08652,NCGMtherm325525_View2.png
4,12,55,25,27.032285,1.226074,25.806212,69.117008,14.149008,7.154586,NCGMtherm425525_View2.png
2,16,55,25,23.289749,0.247682,23.042067,65.067512,10.099512,4.680144,NCGMtherm235525_View2.png
3,16,55,25,23.379284,0.006962,23.372322,69.2663,14.2983,6.58854,NCGMtherm335525_View2.png
4,16,55,25,22.915078,-0.032905,22.947983,69.967598,14.999598,7.846128,NCGMtherm435525_View2.png
2,24,55,25,16.481379,-1.116558,17.597937,65.63885,10.67085,4.995468,NCGMtherm245525_View2.png
3,24,55,25,16.935891,-1.083903,18.019794,70.102922,15.134922,7.084404,NCGMtherm345525_View2.png
4,24,55,25,16.889836,-1.10999,17.999827,70.56572,15.59772,8.466984,NCGMtherm445525_View2.png
2,4,56,25,40.025128,4.176703,35.848424,61.766744,6.798744,3.490452,NCGMtherm205625_View2.png
3,4,56,25,37.942609,3.872643,34.069966,64.32206,9.35406,4.529412,NCGMtherm305625_View2.png
4,4,56,25,36.063711,3.586125,32.477586,66.20594,11.23794,5.28615,NCGMtherm405625_View2.png
2,8,56,25,33.620147,2.639957,30.98019,63.98609,9.01809,4.553424,NCGMtherm215625_View2.png
3,8,56,25,32.351776,2.568055,29.783721,67.099082,12.131082,5.881572,NCGMtherm315625_View2.png
4,8,56,25,30.970061,2.365259,28.604801,67.782488,12.814488,6.716376,NCGMtherm415625_View2.png
2,12,56,25,27.530096,0.981666,26.548431,65.211728,10.243728,5.152122,NCGMtherm225625_View2.png
3,12,56,25,27.08336,1.052652,26.030708,68.80748,13.83948,6.734322,NCGMtherm325625_View2.png
4,12,56,25,26.218862,1.007419,25.211443,69.398222,14.430222,7.739748,NCGMtherm425625_View2.png
2,16,56,25,22.368273,0.07303,22.295243,65.790014,10.822014,5.409612,NCGMtherm235625_View2.png
3,16,56,25,22.681205,-0.16463,22.845836,69.873656,14.905656,7.206246,NCGMtherm335625_View2.png
4,16,56,25,22.223237,-0.180131,22.403368,70.220192,15.252192,8.389998,NCGMtherm435625_View2.png
2,24,56,25,15.993245,-1.18595,17.179195,66.344936,11.376936,5.70618,NCGMtherm245625_View2.png
3,24,56,25,16.428105,-1.155016,17.583121,70.683764,15.715764,7.672392,NCGMtherm345625_View2.png
4,24,56,25,16.377853,-1.18098,17.558832,70.802312,15.834312,8.973558,NCGMtherm445625_View2.png
2,4,57,25,38.83177,3.863843,34.967927,62.614634,7.646634,4.34034,NCGMtherm205725_View2.png
3,4,57,25,36.793745,3.567247,33.226498,65.104286,10.136286,5.315346,NCGMtherm305725_View2.png
4,4,57,25,34.956214,3.288909,31.667305,66.939692,11.971692,6.025194,NCGMtherm405725_View2.png
2,8,57,25,32.609077,2.368345,30.240732,64.766048,9.798048,5.336964,NCGMtherm215725_View2.png
3,8,57,25,31.366071,2.295016,29.071055,67.794692,12.826692,6.582888,NCGMtherm315725_View2.png
4,8,57,25,30.014696,2.100506,27.91419,68.135018,13.167018,7.365762,NCGMtherm415725_View2.png
2,12,57,25,26.695013,0.765042,25.929971,65.952986,10.984986,5.897844,NCGMtherm225725_View2.png
3,12,57,25,26.251786,0.833218,25.418568,69.448028,14.480028,7.381764,NCGMtherm325725_View2.png
4,12,57,25,25.404524,0.788904,24.615619,69.679292,14.711292,8.324496,NCGMtherm425725_View2.png
2,16,57,25,21.915619,-0.039362,21.954981,66.512462,11.544462,6.138846,NCGMtherm235725_View2.png
3,16,57,25,21.982648,-0.308377,22.291025,70.48058,15.51258,7.823628,NCGMtherm335725_View2.png
4,16,57,25,21.531208,-0.322037,21.853246,70.474262,15.506262,8.933508,NCGMtherm435725_View2.png
2,24,57,25,15.504637,-1.255301,16.759938,67.050824,12.082824,6.416658,NCGMtherm245725_View2.png
3,24,57,25,15.919846,-1.226086,17.145932,71.205206,16.237206,8.26011,NCGMtherm345725_View2.png
4,24,57,25,15.86541,-1.251926,17.117335,71.03885,16.07085,9.479862,NCGMtherm445725_View2.png
2,4,58,25,37.635852,3.551213,34.084639,63.461894,8.493894,5.189634,NCGMtherm205825_View2.png
3,4,58,25,35.642566,3.262094,32.380472,65.885774,10.917774,6.100542,NCGMtherm305825_View2.png
4,4,58,25,33.846784,2.99194,30.854843,67.44407,12.47607,6.763464,NCGMtherm405825_View2.png
2,8,58,25,31.596559,2.096994,29.499565,65.545394,10.577394,6.119892,NCGMtherm215825_View2.png
3,8,58,25,30.378887,2.022238,28.356649,68.489582,13.521582,7.283502,NCGMtherm315825_View2.png
4,8,58,25,29.057997,1.836004,27.221993,68.487314,13.519314,8.01441,NCGMtherm415825_View2.png
2,12,58,25,25.859057,0.548645,25.310412,66.693686,11.725686,6.643008,NCGMtherm225825_View2.png
3,12,58,25,25.419463,0.614012,24.805451,70.087982,15.119982,8.028558,NCGMtherm325825_View2.png
4,12,58,25,24.589539,0.570609,24.01893,69.960164,14.992164,8.908614,NCGMtherm425825_View2.png
2,16,58,25,21.226926,-0.147645,21.374571,67.23428,12.26628,6.867576,NCGMtherm235825_View2.png
3,16,58,25,21.283325,-0.49121,21.774535,70.936322,15.968322,8.440452,NCGMtherm335825_View2.png
4,16,58,25,20.838615,-0.475735,21.31435,70.725002,15.757002,9.476478,NCGMtherm435825_View2.png
2,24,58,25,15.015684,-1.324587,16.340271,67.756244,12.788244,7.126686,NCGMtherm245825_View2.png
3,24,58,25,15.411734,-1.297086,16.70882,71.437928,16.469928,8.847378,NCGMtherm345825_View2.png
4,24,58,25,15.353077,-1.322802,16.675879,71.275244,16.307244,9.985716,NCGMtherm445825_View2.png
2,4,59,25,36.436527,3.238701,33.197827,64.308812,9.340812,6.038604,NCGMtherm205925_View2.png
3,4,59,25,34.488953,2.957076,31.531877,66.666794,11.698794,6.885288,NCGMtherm305925_View2.png
4,4,59,25,32.735229,2.695113,30.040116,67.80038,12.83238,7.50123,NCGMtherm405925_View2.png
2,8,59,25,30.582002,1.825808,28.756194,66.324416,11.356416,6.902496,NCGMtherm215925_View2.png
3,8,59,25,29.390066,1.749623,27.640444,68.90783,13.93983,7.983648,NCGMtherm315925_View2.png
4,8,59,25,28.099902,1.571658,26.528244,68.839484,13.871484,8.662554,NCGMtherm415925_View2.png
2,12,59,25,25.021919,0.332397,24.689522,67.434098,12.466098,7.387884,NCGMtherm225925_View2.png
3,12,59,25,24.586054,0.394954,24.1911,70.431512,15.463512,8.674974,NCGMtherm325925_View2.png
4,12,59,25,23.773642,0.352456,23.421186,70.240892,15.272892,9.492318,NCGMtherm425925_View2.png
2,16,59,25,20.537397,-0.247,20.784397,67.955882,12.987882,7.597746,NCGMtherm235925_View2.png
3,16,59,25,20.58332,-0.59696,21.180281,71.183552,16.215552,9.056934,NCGMtherm335925_View2.png
4,16,59,25,20.14508,-0.649059,20.794138,70.97648,16.00848,10.019088,NCGMtherm435925_View2.png
2,24,59,25,14.526808,-1.393832,15.92064,68.46143,13.49343,7.83648,NCGMtherm245925_View2.png
3,24,59,25,14.903204,-1.368043,16.271247,71.670596,16.702596,9.434394,NCGMtherm345925_View2.png
4,24,59,25,14.840346,-1.393635,16.233981,71.511584,16.543584,10.491336,NCGMtherm445925_View2.png
2,4,60,25,35.234496,2.926363,32.308133,65.155262,10.187262,6.887106,NCGMtherm206025_View2.png
3,4,60,25,33.332922,2.652247,30.680675,67.44722,12.47922,7.66944,NCGMtherm306025_View2.png
4,4,60,25,31.62167,2.398478,29.223192,68.156564,13.188564,8.23833,NCGMtherm406025_View2.png
2,8,60,25,29.565739,1.554835,28.010904,67.102952,12.134952,7.684614,NCGMtherm216025_View2.png
3,8,60,25,28.399798,1.477217,26.922581,69.263672,14.295672,8.683218,NCGMtherm316025_View2.png
4,8,60,25,27.140493,1.307514,25.832978,69.191456,14.223456,9.310086,NCGMtherm416025_View2.png
2,12,60,25,24.183733,0.116337,24.067396,68.174096,13.206096,8.132328,NCGMtherm226025_View2.png
3,12,60,25,23.751783,0.176083,23.5757,70.706948,15.738948,9.320886,NCGMtherm326025_View2.png
4,12,60,25,22.956882,0.134481,22.822401,70.521458,15.553458,10.075482,NCGMtherm426025_View2.png
2,16,60,25,19.84698,-0.354074,20.201054,68.67689,13.70889,8.325756,NCGMtherm236025_View2.png
3,16,60,25,19.882205,-0.690829,20.573034,71.430152,16.462152,9.673056,NCGMtherm336025_View2.png
4,16,60,25,19.418724,-0.782478,20.201202,71.22956,16.26156,10.561266,NCGMtherm436025_View2.png
2,24,60,25,14.036933,-1.463025,15.499959,69.166292,14.198292,8.54595,NCGMtherm246025_View2.png
3,24,60,25,14.394256,-1.438943,15.833199,71.828366,16.860366,10.021032,NCGMtherm346025_View2.png
4,24,60,25,14.327686,-1.464412,15.792099,71.747816,16.779816,10.996578,NCGMtherm446025_View2.png
2,4,50,50,67.928095,5.238938,62.689158,59.981396,5.013396,-1.61811,NCGMtherm205050_View2.png
3,4,50,50,64.290376,4.704123,59.586253,64.44041,9.47241,-0.19818,NCGMtherm305050_View2.png
4,4,50,50,60.991606,4.211496,56.78011,65.015726,10.047726,0.838548,NCGMtherm405050_View2.png
2,8,50,50,57.077345,2.571277,54.506068,63.754538,8.786538,-0.15741,NCGMtherm215050_View2.png
3,8,50,50,54.814429,2.412415,52.402014,67.235522,12.267522,1.661796,NCGMtherm315050_View2.png
4,8,50,50,52.358079,2.089815,50.268264,67.08299,12.11499,2.807532,NCGMtherm415050_View2.png
2,12,50,50,46.662087,-0.192929,46.855016,65.81858,10.85058,0.669348,NCGMtherm225050_View2.png
3,12,50,50,45.811198,-0.080275,45.891473,69.959786,14.991786,2.839536,NCGMtherm325050_View2.png
4,12,50,50,44.246775,-0.159865,44.40664,69.597788,14.629788,4.220496,NCGMtherm425050_View2.png
2,16,50,50,38.245962,-0.891337,39.1373,66.772742,11.804742,1.026828,NCGMtherm235050_View2.png
3,16,50,50,38.299387,-1.553902,39.853289,71.266316,16.298316,3.493242,NCGMtherm335050_View2.png
4,16,50,50,37.441516,-1.742221,39.183737,70.945736,15.977736,5.119776,NCGMtherm435050_View2.png
2,24,50,50,26.994217,-3.01252,30.006736,67.693604,12.725604,1.436454,NCGMtherm245050_View2.png
3,24,50,50,27.662694,-2.975464,30.638159,71.860118,16.892118,4.138704,NCGMtherm345050_View2.png
4,24,50,50,27.510948,-3.027917,30.538866,71.736494,16.768494,5.92866,NCGMtherm445050_View2.png
2,4,51,50,66.739757,4.925615,61.814142,60.830024,5.862024,-0.765468,NCGMtherm205150_View2.png
3,4,51,50,63.141139,4.39845,58.742689,64.846778,9.878778,0.5913,NCGMtherm305150_View2.png
4,4,51,50,59.879921,3.914231,55.96569,65.372684,10.404684,1.581516,NCGMtherm405150_View2.png
2,8,51,50,56.062414,2.300058,53.762356,64.533776,9.565776,0.628992,NCGMtherm215150_View2.png
3,8,51,50,53.82242,2.139983,51.682436,67.591508,12.623508,2.366604,NCGMtherm315150_View2.png
4,8,51,50,51.394821,1.825897,49.568923,67.434962,12.466962,3.460608,NCGMtherm415150_View2.png
2,12,51,50,45.820345,-0.408087,46.228432,66.55793,11.58993,1.417608,NCGMtherm225150_View2.png
3,12,51,50,44.971652,-0.298161,45.269813,70.234484,15.266484,3.489984,NCGMtherm325150_View2.png
4,12,51,50,43.423822,-0.376689,43.800511,69.877598,14.909598,4.808412,NCGMtherm425150_View2.png
2,16,51,50,37.551107,-1.002044,38.553152,67.492652,12.524652,1.758294,NCGMtherm235150_View2.png
3,16,51,50,37.592695,-1.650743,39.243438,71.448494,16.480494,4.113198,NCGMtherm335150_View2.png
4,16,51,50,36.741513,-1.822683,38.564196,71.187044,16.219044,5.665986,NCGMtherm435150_View2.png
2,24,51,50,26.501144,-3.080625,29.58177,68.397044,13.429044,2.148984,NCGMtherm245150_View2.png
3,24,51,50,27.149725,-3.045118,30.194843,71.970692,17.002692,4.7286,NCGMtherm345150_View2.png
4,24,51,50,26.992898,-3.097327,30.090226,71.848508,16.880508,6.437052,NCGMtherm445150_View2.png
2,4,52,50,65.548422,4.612523,60.935899,61.678022,6.710022,0.08658,NCGMtherm205250_View2.png
3,4,52,50,61.989524,4.09302,57.896503,65.235164,10.267164,1.380042,NCGMtherm305250_View2.png
4,4,52,50,58.766376,3.617213,55.149163,65.729462,10.761462,2.323692,NCGMtherm405250_View2.png
2,8,52,50,55.045848,2.029101,53.016747,65.312402,10.344402,1.414764,NCGMtherm215250_View2.png
3,8,52,50,52.829057,1.867811,50.961246,67.947206,12.979206,3.07071,NCGMtherm315250_View2.png
4,8,52,50,50.430299,1.562228,48.868071,67.786682,12.818682,4.112946,NCGMtherm415250_View2.png
